state,agency,capacity_lmt,as_of,source,note
Uttar Pradesh,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttar Pradesh,hired_CWC,6.34,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttar Pradesh,hired_SWC,12.02,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttar Pradesh,hired_PEG,10.88,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttar Pradesh,hired_PWS2010,0.76,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttar Pradesh,hired_silo,1.5,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttar Pradesh,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttarakhand,FCI_owned,0.73,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttarakhand,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttarakhand,hired_state_govt,0.05,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttarakhand,hired_CWC,0.5,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttarakhand,hired_SWC,0.46,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttarakhand,hired_PEG,0.1,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttarakhand,hired_PWS2010,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttarakhand,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Uttarakhand,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andhra Pradesh,FCI_owned,8.64,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andhra Pradesh,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andhra Pradesh,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andhra Pradesh,hired_CWC,0.32,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andhra Pradesh,hired_SWC,2.42,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andhra Pradesh,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andhra Pradesh,hired_PWS2010,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andhra Pradesh,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andhra Pradesh,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andaman & Nicobar,FCI_owned,0.07,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andaman & Nicobar,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andaman & Nicobar,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andaman & Nicobar,hired_CWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andaman & Nicobar,hired_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andaman & Nicobar,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andaman & Nicobar,hired_PWS2010,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andaman & Nicobar,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Andaman & Nicobar,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Telangana,FCI_owned,6.68,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Telangana,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Telangana,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Telangana,hired_CWC,1.73,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Telangana,hired_SWC,6.95,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Telangana,hired_PEG,0.5,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Telangana,hired_PWS2010,4.54,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Telangana,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Telangana,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Kerala,FCI_owned,5.89,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Kerala,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Kerala,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Kerala,hired_CWC,0.06,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Kerala,hired_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Kerala,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Kerala,hired_PWS2010,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Kerala,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Kerala,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Karnataka,FCI_owned,4.61,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Karnataka,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Karnataka,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Karnataka,hired_CWC,1.41,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Karnataka,hired_SWC,2.39,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Karnataka,hired_PEG,0.72,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Karnataka,hired_PWS2010,0.28,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Karnataka,hired_silo,0.25,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Karnataka,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Lakshadweep,FCI_owned,0.03,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Lakshadweep,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Lakshadweep,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Lakshadweep,hired_CWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Lakshadweep,hired_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Lakshadweep,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Lakshadweep,hired_PWS2010,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Lakshadweep,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Lakshadweep,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Tamil Nadu,FCI_owned,6.46,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Tamil Nadu,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Tamil Nadu,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Tamil Nadu,hired_CWC,2.62,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Tamil Nadu,hired_SWC,2.09,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Tamil Nadu,hired_PEG,0.34,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Tamil Nadu,hired_PWS2010,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Tamil Nadu,hired_silo,0.5,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Tamil Nadu,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Puducherry,FCI_owned,0.51,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Puducherry,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Puducherry,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Puducherry,hired_CWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Puducherry,hired_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Puducherry,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Puducherry,hired_PWS2010,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Puducherry,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Puducherry,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Gujarat,FCI_owned,4.93,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Gujarat,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
