state,agency,capacity_lmt,as_of,source,note
Gujarat,hired_state_govt,0.12,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Gujarat,hired_CWC,1.28,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Gujarat,hired_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Gujarat,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Gujarat,hired_PWS2010,1.41,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Gujarat,hired_silo,1.5,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Gujarat,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
D&NH and D&D,FCI_owned,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
D&NH and D&D,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
D&NH and D&D,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
D&NH and D&D,hired_CWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
D&NH and D&D,hired_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
D&NH and D&D,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
D&NH and D&D,hired_PWS2010,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
D&NH and D&D,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
D&NH and D&D,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Maharashtra,FCI_owned,9.23,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Maharashtra,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Maharashtra,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Maharashtra,hired_CWC,1.5,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Maharashtra,hired_SWC,3.51,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Maharashtra,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Maharashtra,hired_PWS2010,2.58,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Maharashtra,hired_silo,0.5,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Maharashtra,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Goa,FCI_owned,0.19,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Goa,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Goa,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Goa,hired_CWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Goa,hired_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Goa,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Goa,hired_PWS2010,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Goa,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Goa,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Madhya Pradesh,FCI_owned,4.18,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Madhya Pradesh,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Madhya Pradesh,hired_state_govt,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Madhya Pradesh,hired_CWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Madhya Pradesh,hired_SWC,6.95,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Madhya Pradesh,hired_PEG,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Madhya Pradesh,hired_PWS2010,0.13,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Madhya Pradesh,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Madhya Pradesh,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Chhattisgarh,FCI_owned,6.32,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Chhattisgarh,FCI_owned_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Chhattisgarh,hired_state_govt,0.52,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Chhattisgarh,hired_CWC,1.78,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Chhattisgarh,hired_SWC,9.96,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Chhattisgarh,hired_PEG,0.25,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Chhattisgarh,hired_PWS2010,0.23,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Chhattisgarh,hired_silo,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Chhattisgarh,hired_private,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf","FCI covered storage (owned+hired), avg capacity Nov-2024"
Bihar,state_agencies_incl_SWC,10.13,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Jharkhand,state_agencies_incl_SWC,1.78,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Odisha,state_agencies_incl_SWC,6.18,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
West Bengal,state_agencies_incl_SWC,9.66,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Sikkim,state_agencies_incl_SWC,0.11,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Assam,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Arunachal Pradesh,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Meghalaya,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Mizoram,state_agencies_incl_SWC,0.41,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Tripura,state_agencies_incl_SWC,0.72,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Manipur,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Nagaland,state_agencies_incl_SWC,0.08,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Delhi,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Haryana,state_agencies_incl_SWC,44.95,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Himachal Pradesh,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Jammu & Kashmir,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Ladakh,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Punjab,state_agencies_incl_SWC,48.62,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Chandigarh,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Rajasthan,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Uttar Pradesh,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Uttarakhand,state_agencies_incl_SWC,1.62,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Andhra Pradesh,state_agencies_incl_SWC,13.2,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Andaman & Nicobar,state_agencies_incl_SWC,0.16,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Telangana,state_agencies_incl_SWC,4.04,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Kerala,state_agencies_incl_SWC,1.95,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Karnataka,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Lakshadweep,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Tamil Nadu,state_agencies_incl_SWC,8.92,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Puducherry,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Gujarat,state_agencies_incl_SWC,0.56,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
D&NH and D&D,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Maharashtra,state_agencies_incl_SWC,6.98,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Goa,state_agencies_incl_SWC,0.0,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Madhya Pradesh,state_agencies_incl_SWC,189.16,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
Chhattisgarh,state_agencies_incl_SWC,16.49,2024-11-30,"https://dfpd.gov.in/WriteReadData/FoodBulletinUploadDocuments/8e0ba45f-affc-4309-8a2d-f6c8d01156b7_Foodgrain%20Bulletin%20fot%20November,%202024.pdf",capacity with state agencies (excl. capacity given to FCI)
ALL_INDIA,silo_circuit_model_ALL,5.5,2025-12-31,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2210211,"operational, circuit model"
ALL_INDIA,silo_rail_road_fed_ALL,20.25,2025-12-31,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2210211,"functional, railway-siding & road-fed model"
ALL_INDIA,silo_rail_road_under_construction,4.0,2025-12-31,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2210211,under construction
ALL_INDIA,silo_hub_spoke_phase1_awarded,34.875,2025-12-31,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2210211,tenders awarded 80 locations Phase-I (3.75 completed)
